year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brands,car_names,variants,insurance
2015,530000,110000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,5.0,Renault,Scala,Diesel RxE,Comprehensive
2017,530000,80000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1186 CC,73.97 bhp,5.0,Hyundai,Grand,i10 1.2 CRDi Sportz Option,Comprehensive
2011,210000,50000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,5.0,Hyundai,Santro,Xing GLS,Third Party
2007,130000,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2008,148000,80000,LPG,Individual,Manual,Second Owner,17.3 km/kg,1061 CC,57.5 bhp,5.0,Maruti,Wagon,R LXI DUO BSIII,Third Party
2008,585000,120000,Diesel,Individual,Automatic,First Owner,14.3 kmpl,1968 CC,140 bhp,5.0,Volkswagen,Passat,Highline DSG S,Comprehensive
2011,270000,105000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,5.0,Hyundai,i20,1.4 CRDi Magna,Comprehensive
2013,375000,40000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0,Hyundai,i10,Magna 1.2 iTech SE,Third Party
2014,725000,141000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W6 2WD,Comprehensive
2007,180000,150000,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 CC,110 bhp,5.0,Hyundai,Verna,CRDi ABS,Third Party
2014,425000,80000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,5.0,Maruti,Ritz,VDi,Comprehensive
2018,900000,25000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5.0,Ford,EcoSport,1.5 Diesel Titanium BSIV,Comprehensive
2017,570000,51000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,7.0,Tata,Sumo,Gold CX BSIII,Third Party
2017,290000,40000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,5.0,Tata,Indica,V2 eLS,Comprehensive
2011,229999,40000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0,Ford,Figo,Diesel ZXI,Third Party
2012,300000,70000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,5.0,Ford,Figo,Diesel EXI,Comprehensive
2010,220000,110000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Ritz,VDi,Comprehensive
2011,409999,80000,Diesel,Individual,Manual,Second Owner,18.3 kmpl,1991 CC,147.9 bhp,5.0,Chevrolet,Cruze,LTZ,Third Party
2013,355000,136000,Diesel,Individual,Manual,Second Owner,18.2 kmpl,1248 CC,73.8 bhp,7.0,Chevrolet,Enjoy,TCDi LT 7 Seater,Comprehensive
2013,695000,120000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,5.0,Renault,Duster,RXL AWD,Third Party
2010,320000,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire Vdi BSIV,Comprehensive
2017,710000,120000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 T8,Comprehensive
2004,85000,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,5.0,Tata,Indica,V2 DLS TC,Third Party
2010,409999,210000,Diesel,Individual,Manual,Fourth & Above Owner,12.2 kmpl,1994 CC,105.3 bhp,9.0,Chevrolet,Tavera,Neo 3 LT 9 Seats BSIV,Comprehensive
2015,550000,90000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88.8 bhp,5.0,Volkswagen,Polo,1.5 TDI Highline,Third Party
2007,215000,100750,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,5.0,Maruti,Swift,ZXI ABS,Comprehensive
2006,110000,140000,Petrol,Individual,Manual,Second Owner,14.4 kmpl,1599 CC,94 bhp,5.0,Hyundai,Accent,GLS 1.6 ABS,Comprehensive
2007,170000,110000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,5.0,Honda,City,2017-2020 EXi,Third Party
2018,850000,40000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1198 CC,108.5 bhp,5.0,Tata,Nexon,1.2 Revotron XZ Plus,Comprehensive
2010,350000,148000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,5.0,Hyundai,i20,Asta 1.4 CRDi (Diesel),Third Party
2015,250000,155000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,5.0,Tata,Indica,Vista Quadrajet LS,Comprehensive
2015,433000,70000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5.0,Ford,Figo,Aspire 1.5 TDCi Titanium,Comprehensive
2010,1200000,100000,Diesel,Individual,Manual,First Owner,11.5 kmpl,2982 CC,171 bhp,7.0,Toyota,Fortuner,3.0 Diesel,Third Party
2015,300000,45000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,D Lite Plus,Comprehensive
1998,70000,40000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LX BSII,Third Party
2017,760000,90000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 EX AC,Comprehensive
2014,250000,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Era Plus,Comprehensive
2013,187000,120000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,5.0,Hyundai,Santro,Xing GL Plus,Third Party
2013,335000,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Comprehensive
2016,488000,80000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,5.0,Maruti,Swift,Dzire VXI,Third Party
2008,111000,110000,Petrol,Individual,Manual,Third Owner,15.6 kmpl,1586 CC,104.68 bhp,5.0,Maruti,SX4,Zxi with Leather BSIII,Comprehensive
2015,600000,70000,Diesel,Individual,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Ciaz,VDi Plus,Comprehensive
2020,570000,5000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,VXI,Third Party
2007,110000,75000,Petrol,Individual,Manual,Second Owner,17.8 kmpl,1086 CC,63 bhp,5.0,Hyundai,Santro,Xing XS,Comprehensive
2014,434999,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,ZXI,Third Party
2014,229999,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Era Plus,Comprehensive
2014,490000,90000,Diesel,Individual,Manual,Second Owner,20.45 kmpl,1461 CC,83.8 bhp,5.0,Nissan,Terrano,XL Plus 85 PS,Comprehensive
2011,300000,100000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXi,Third Party
2017,350000,90000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1199 CC,76.8 bhp,5.0,Chevrolet,Beat,LT,Comprehensive
2013,750000,110000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W6 2WD,Third Party
2017,310000,35000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Comprehensive
2014,620000,130000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,7.0,Maruti,Ertiga,ZDI,Comprehensive
2013,400000,188000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Third Party
2008,67000,80000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,5.0,Tata,Indica,V2 DLX,Comprehensive
2015,480000,80000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5.0,Ford,Figo,1.5D Titanium MT,Third Party
2008,110000,48676,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,35 bhp,8.0,Maruti,Omni,MPI STD BSIII 8-STR W/ IMMOBILISER,Comprehensive
2018,475000,40000,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,7.0,Datsun,GO,Plus Anniversary Edition,Comprehensive
2018,300000,15000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 VXI,Third Party
2007,100000,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2011,70000,80000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,5.0,Tata,Indica,Vista Terra TDI BSIII,Third Party
2017,900000,60000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5.0,Ford,EcoSport,1.5 TDCi Titanium BSIV,Comprehensive
2017,650000,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.04 bhp,5.0,Toyota,Etios,1.4 VXD,Comprehensive
2000,50000,180000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXI,Third Party
2016,550000,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Asta,Comprehensive
2013,475000,250000,Diesel,Individual,Manual,First Owner,20.46 kmpl,1461 CC,83.8 bhp,5.0,Renault,Duster,85PS Diesel RxL Optional,Third Party
2019,425000,15000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5.0,Hyundai,Santro,Era,Comprehensive
2017,900000,65000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Ciaz,ZDi Plus SHVS,Comprehensive
2015,516000,90000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,Sportz 1.2,Third Party
2011,150000,70000,Petrol,Individual,Manual,Second Owner,16.5 kmpl,1172 CC,65 bhp,5.0,Tata,Indica,Vista Aura 1.2 Safire (ABS) 90hp BS IV,Comprehensive
2016,400000,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R LXI BS IV,Third Party
2016,800000,79500,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,7.0,Mahindra,Scorpio,S4 Plus,Comprehensive
2007,165000,90000,Petrol,Individual,Manual,Third Owner,17.8 kmpl,1086 CC,63 bhp,5.0,Hyundai,Santro,Xing XS,Comprehensive
2015,1000000,110000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5.0,Nissan,Terrano,XL 85 PS,Third Party
2015,440000,110000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI,Comprehensive
2011,390000,153000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0,Hyundai,Verna,1.6 SX CRDi (O),Third Party
2008,136000,200185,Petrol,Individual,Manual,First Owner,16.6 kmpl,1388 CC,68 bhp,5.0,Ford,Fiesta,1.4 Duratec ZXI,Comprehensive
2013,475000,149000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire ZDI,Comprehensive
2016,515000,100000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5.0,Ford,Figo,1.5D Titanium MT,Third Party
2012,175000,90000,Diesel,Individual,Manual,Second Owner,15.42 kmpl,1405 CC,70 bhp,7.0,Tata,Venture,EX 7 Str,Comprehensive
2012,380000,80000,Diesel,Individual,Manual,Fourth & Above Owner,21.5 kmpl,1248 CC,88.8 bhp,5.0,Maruti,SX4,ZDI Leather,Third Party
2018,535000,12000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Ignis,1.2 Delta BSIV,Comprehensive
2011,215000,40000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0,Hyundai,i10,Magna,Comprehensive
1997,70000,100000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXI,Third Party
2017,445000,27000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5.0,Hyundai,Grand,i10 1.2 Kappa Magna BSIV,Comprehensive
2015,335000,120000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R VXI BS IV,Third Party
2014,300000,49025,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5.0,Maruti,Eeco,5 Seater AC BSIV,Comprehensive
2015,110000,15000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,4.0,Tata,Nano,Twist XE,Comprehensive
2014,240000,90000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,5.0,Maruti,Alto,K10 LXI,Third Party
2016,300000,90000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0,Tata,Tiago,1.2 Revotron XE,Comprehensive
2010,2000000,90000,Diesel,Individual,Automatic,Second Owner,14.49 kmpl,2993 CC,258 bhp,5.0,BMW,7,Series 730Ld,Third Party
2007,50000,80000,Diesel,Individual,Manual,Third Owner,17.2 kmpl,1396 CC,53.5 bhp,5.0,Tata,Indica,V2 DLE BSII,Comprehensive
2009,295000,195000,Diesel,Individual,Manual,Second Owner,14.8 kmpl,2499 CC,80 bhp,10.0,Chevrolet,Tavera,B1-10 seats BSII,Comprehensive
2006,310000,90000,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2179 CC,120 bhp,8.0,Mahindra,Scorpio,2.6 CRDe,Third Party
1997,29999,80000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,AC,Comprehensive
2016,640000,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza LDi Option,Third Party
2012,350000,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,Dzire 1.2 Vxi BSIV,Comprehensive
2013,385000,120000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXI,Comprehensive
2013,409999,100000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI,Third Party
2016,1300000,40000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,AT W10 AWD,Comprehensive
2009,210000,60000,Petrol,Individual,Manual,Third Owner,15.3 kmpl,1596 CC,101 bhp,5.0,Ford,Fiesta,1.6 Duratec EXI,Third Party
2007,300000,110000,Diesel,Individual,Manual,First Owner,10.5 kmpl,2179 CC,120 bhp,7.0,Mahindra,Scorpio,SLX 2.6 Turbo 8 Str,Comprehensive
2008,450000,112000,Diesel,Individual,Manual,First Owner,10.5 kmpl,2609 CC,120 bhp,9.0,Mahindra,Scorpio,2006-2009 LX 2.6 Turbo 9 Str,Comprehensive
2011,170000,70000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0,Ford,Figo,Diesel ZXI,Third Party
2014,650000,140000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,5.0,Honda,City,i DTEC VX,Comprehensive
1997,125000,94000,Petrol,Individual,Automatic,Fourth & Above Owner,15.9 kmpl,1298 CC,85 bhp,5.0,Maruti,Esteem,AX,Third Party
2012,145000,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2018,681000,27000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88 bhp,5.0,Volkswagen,Polo,2015-2019 1.5 TDI Highline Plus,Comprehensive
2015,635000,173000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,5.0,Honda,City,i DTEC VX,Third Party
2010,140000,80000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi BSIII,Comprehensive
2016,750000,86000,Diesel,Individual,Manual,Third Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0,Honda,City,i DTec VX,Third Party
2015,611000,80000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0,Honda,City,i DTEC V,Comprehensive
2007,110000,120000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2006,100000,100000,Petrol,Individual,Automatic,Second Owner,16.0 kmpl,1061 CC,64 bhp,5.0,Maruti,Wagon,R AX BSIII,Third Party
2014,225000,120000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,5.0,Tata,Indica,Vista Quadrajet VX Tech,Comprehensive
2010,250000,190000,Diesel,Individual,Manual,Third Owner,16.2 kmpl,1493 CC,110 bhp,5.0,Hyundai,Verna,Transform CRDi VGT SX ABS,Third Party
2011,385000,120000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,75 bhp,8.0,Mahindra,Scorpio,EX,Comprehensive
2012,135000,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2006,65000,100000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LX,Third Party
2016,260000,120000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0,Maruti,Alto,K10 VXI,Comprehensive
2014,465000,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI,Third Party
2017,430000,20000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,6.0,Mahindra,KUV,100 mFALCON G80 K8 Dual Tone,Comprehensive
2009,200000,81000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,5.0,Hyundai,i20,Asta,Comprehensive
2011,125000,90000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,5.0,Chevrolet,Beat,LS,Third Party
2001,45000,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,Std,Comprehensive
2012,124000,40000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,5.0,Chevrolet,Beat,LS,Third Party
2007,80000,80000,Petrol,Individual,Manual,Third Owner,15.3 kmpl,1193 CC,65.3 bhp,5.0,Tata,Indica,GLS BS IV,Comprehensive
2014,545000,35000,CNG,Individual,Manual,First Owner,22.8 km/kg,1373 CC,80.9 bhp,7.0,Maruti,Ertiga,VXI CNG Limited Edition,Comprehensive
2019,1050000,20000,Diesel,Individual,Manual,First Owner,25.47 kmpl,1248 CC,88.50 bhp,7.0,Maruti,Ertiga,ZDI Plus,Third Party
2015,200000,50000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,5.0,Chevrolet,Sail,1.2 LS,Comprehensive
2015,1100000,77000,Diesel,Individual,Automatic,Second Owner,16.0 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,AT W10 FWD,Third Party
2014,750000,50000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W6 2WD,Comprehensive
2016,425000,13500,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0,Tata,Tiago,1.2 Revotron XZ,Comprehensive
2016,300000,38000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI Optional,Third Party
2019,1200000,14000,Diesel,Individual,Manual,First Owner,25.47 kmpl,1248 CC,88.50 bhp,7.0,Maruti,Ertiga,ZDI Plus,Comprehensive
2009,240000,70000,Petrol,Individual,Manual,First Owner,13.5 kmpl,1799 CC,130 bhp,5.0,Honda,Civic,1.8 V MT,Third Party
2016,450000,55000,Diesel,Individual,Manual,Second Owner,25.32 kmpl,1198 CC,77 bhp,6.0,Mahindra,KUV,100 mFALCON D75 K8,Comprehensive
2006,80000,150000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R LXI,Comprehensive
2013,500000,160000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLX 2WD BSIII,Third Party
2013,295000,50000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,5.0,Chevrolet,Sail,Hatchback Diesel Base,Comprehensive
2008,100000,120000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,5.0,Tata,Indigo,CS LE (TDI) BS-III,Third Party
2013,700000,76460,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0,Hyundai,Verna,1.6 SX,Comprehensive
2011,180000,125000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0,Ford,Figo,Diesel Titanium,Comprehensive
2012,225000,110000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1461 CC,65 bhp,5.0,Mahindra,Verito,1.5 D2 BSIII,Third Party
2017,310000,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Era Plus,Comprehensive
2015,625000,30000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0,Honda,City,i DTEC SV,Third Party
2013,275000,70000,LPG,Individual,Manual,Second Owner,19.2 km/kg,1086 CC,68.05 bhp,5.0,Hyundai,i10,Magna LPG,Comprehensive
2013,245000,110000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0,Hyundai,i10,Era,Comprehensive
2010,160000,200000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,5.0,Maruti,Zen,Estilo VXI BSIV,Third Party
2014,250000,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Era Plus,Comprehensive
2014,450000,76000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0,Honda,Amaze,E i-Dtech,Third Party
2007,85000,150000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,5.0,Tata,Indica,V2 DLS,Comprehensive
2018,1938000,35000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,7.0,Toyota,Innova,Crysta 2.4 VX MT BSIV,Comprehensive
2016,550000,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,2015-2017 Magna 1.2,Third Party
2015,551000,110000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5.0,Ford,EcoSport,1.5 TDCi Trend Plus BSIV,Comprehensive
2019,500000,60000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5.0,Hyundai,Xcent,1.2 VTVT E,Third Party
2018,585000,15000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,5.0,Honda,Amaze,S i-VTEC,Comprehensive
2013,172000,120000,Petrol,Individual,Manual,First Owner,16.36 kmpl,1495 CC,93.7 bhp,5.0,Hyundai,Accent,Executive,Comprehensive
2012,360000,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0,Hyundai,Verna,1.6 SX,Third Party
2017,350000,24000,Diesel,Individual,Manual,Second Owner,27.28 kmpl,1047 CC,69 bhp,5.0,Tata,Tiago,1.05 Revotorq XT Option,Comprehensive
2018,700000,53000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5.0,Ford,EcoSport,1.5 Diesel Trend Plus BSIV,Third Party
2011,148000,40000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2016,330000,47370,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,5.0,Maruti,Eeco,CNG HTR 5-STR,Comprehensive
2007,110000,120000,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,5.0,Skoda,Octavia,Ambiente 1.9 TDI MT,Third Party
2015,450000,100000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,73.94 bhp,5.0,Maruti,Swift,VDI Windsong Limited edition,Comprehensive
2009,260000,80000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,1991 CC,147.9 bhp,7.0,Chevrolet,Captiva,LT,Third Party
2011,200000,91000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0,Hyundai,i10,Sportz,Comprehensive
2019,430000,20000,CNG,Individual,Manual,First Owner,32.26 km/kg,998 CC,58.3 bhp,4.0,Maruti,Alto,K10 LXI CNG,Comprehensive
2013,550000,80000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,8.0,Mahindra,Scorpio,SLE BSIII,Third Party
2013,245000,80000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,5.0,Maruti,Ritz,LDi,Comprehensive
2016,320000,80000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,5.0,Maruti,Eeco,CNG 5 Seater AC BSIV,Third Party
2008,120000,110000,CNG,Individual,Manual,Third Owner,13.2 km/kg,1495 CC,94 bhp,5.0,Hyundai,Accent,GLE CNG,Comprehensive
2013,615000,120000,Diesel,Individual,Manual,First Owner,22.7 kmpl,1582 CC,126.24 bhp,5.0,Hyundai,Elantra,CRDi SX,Comprehensive
2013,600000,90000,Diesel,Individual,Automatic,First Owner,17.2 kmpl,1968 CC,138.1 bhp,5.0,Skoda,Superb,Elegance 2.0 TDI CR AT,Third Party
2010,300000,120000,Petrol,Individual,Manual,Second Owner,14.3 kmpl,1798 CC,160 bhp,5.0,Volkswagen,Passat,1.8 TSI MT,Comprehensive
2016,400000,45217,Diesel,Dealer,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5.0,Ford,Figo,1.5D Trend MT,Third Party
2017,1000000,60000,Diesel,Individual,Automatic,Second Owner,17.01 kmpl,1582 CC,126.2 bhp,5.0,Hyundai,Creta,1.6 CRDi AT SX Plus,Comprehensive
